File Name,HR Size (W x H),LR Size (W x H),Degrade Factor (x),SR_0.5M,SR_0.5M_res,SR_0.5M_n,REFINED,REFINED_res,REFINED_n,res_0.5M,res_0.5M_res,res_0.5M_n
RefRSSRD_04395,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04395.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04395.png,192x192,4.0,N/A,N/A,
RefRSSRD_04399,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04399.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04399.png,192x192,4.0,N/A,N/A,
RefRSSRD_04404,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04404.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04404.png,192x192,4.0,N/A,N/A,
RefRSSRD_04419,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04419.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04419.png,192x192,4.0,N/A,N/A,
RefRSSRD_04451,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04451.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04451.png,192x192,4.0,N/A,N/A,
RefRSSRD_04484,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04484.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04484.png,192x192,4.0,N/A,N/A,
RefRSSRD_04496,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04496.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04496.png,192x192,4.0,N/A,N/A,
RefRSSRD_04527,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04527.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04527.png,192x192,4.0,N/A,N/A,
RefRSSRD_04553,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04553.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04553.png,192x192,4.0,N/A,N/A,
RefRSSRD_04560,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04560.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04560.png,192x192,4.0,N/A,N/A,
RefRSSRD_04564,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04564.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04564.png,192x192,4.0,N/A,N/A,
RefRSSRD_04591,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04591.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04591.png,192x192,4.0,N/A,N/A,
RefRSSRD_04653,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04653.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04653.png,192x192,4.0,N/A,N/A,
RefRSSRD_04662,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04662.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04662.png,192x192,4.0,N/A,N/A,
RefRSSRD_04676,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04676.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04676.png,192x192,4.0,N/A,N/A,
RefRSSRD_04699,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04699.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04699.png,192x192,4.0,N/A,N/A,
RefRSSRD_04709,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04709.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04709.png,192x192,4.0,N/A,N/A,
RefRSSRD_04745,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04745.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04745.png,192x192,4.0,N/A,N/A,
RefRSSRD_04795,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04795.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04795.png,192x192,4.0,N/A,N/A,
RefRSSRD_04797,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04797.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04797.png,192x192,4.0,N/A,N/A,
RefRSSRD_04804,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04804.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04804.png,192x192,4.0,N/A,N/A,
RefRSSRD_04810,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04810.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04810.png,192x192,4.0,N/A,N/A,
RefRSSRD_04834,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04834.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04834.png,192x192,4.0,N/A,N/A,
RefRSSRD_04861,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04861.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04861.png,192x192,4.0,N/A,N/A,
RefRSSRD_04890,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04890.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04890.png,192x192,4.0,N/A,N/A,
RefRSSRD_04896,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04896.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04896.png,192x192,4.0,N/A,N/A,
RefRSSRD_04933,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04933.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04933.png,192x192,4.0,N/A,N/A,
RefRSSRD_04991,480x480,48x48,10,SR05M_SR2M_RefRSSRD_04991.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_04991.png,192x192,4.0,N/A,N/A,
RefRSSRD_05026,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05026.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05026.png,192x192,4.0,N/A,N/A,
RefRSSRD_05033,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05033.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05033.png,192x192,4.0,N/A,N/A,
RefRSSRD_05036,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05036.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05036.png,192x192,4.0,N/A,N/A,
RefRSSRD_05042,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05042.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05042.png,192x192,4.0,N/A,N/A,
RefRSSRD_05081,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05081.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05081.png,192x192,4.0,N/A,N/A,
RefRSSRD_05107,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05107.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05107.png,192x192,4.0,N/A,N/A,
RefRSSRD_05112,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05112.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05112.png,192x192,4.0,N/A,N/A,
RefRSSRD_05129,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05129.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05129.png,192x192,4.0,N/A,N/A,
RefRSSRD_05133,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05133.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05133.png,192x192,4.0,N/A,N/A,
RefRSSRD_05158,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05158.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05158.png,192x192,4.0,N/A,N/A,
RefRSSRD_05183,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05183.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05183.png,192x192,4.0,N/A,N/A,
RefRSSRD_05190,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05190.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05190.png,192x192,4.0,N/A,N/A,
RefRSSRD_05218,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05218.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05218.png,192x192,4.0,N/A,N/A,
RefRSSRD_05227,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05227.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05227.png,192x192,4.0,N/A,N/A,
RefRSSRD_05228,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05228.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05228.png,192x192,4.0,N/A,N/A,
RefRSSRD_05231,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05231.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05231.png,192x192,4.0,N/A,N/A,
RefRSSRD_05275,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05275.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05275.png,192x192,4.0,N/A,N/A,
RefRSSRD_05288,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05288.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05288.png,192x192,4.0,N/A,N/A,
RefRSSRD_05310,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05310.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05310.png,192x192,4.0,N/A,N/A,
RefRSSRD_05317,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05317.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05317.png,192x192,4.0,N/A,N/A,
RefRSSRD_05318,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05318.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05318.png,192x192,4.0,N/A,N/A,
RefRSSRD_05324,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05324.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05324.png,192x192,4.0,N/A,N/A,
RefRSSRD_05334,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05334.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05334.png,192x192,4.0,N/A,N/A,
RefRSSRD_05400,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05400.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05400.png,192x192,4.0,N/A,N/A,
RefRSSRD_05407,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05407.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05407.png,192x192,4.0,N/A,N/A,
RefRSSRD_05414,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05414.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05414.png,192x192,4.0,N/A,N/A,
RefRSSRD_05429,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05429.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05429.png,192x192,4.0,N/A,N/A,
RefRSSRD_05453,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05453.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05453.png,192x192,4.0,N/A,N/A,
RefRSSRD_05454,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05454.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05454.png,192x192,4.0,N/A,N/A,
RefRSSRD_05494,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05494.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05494.png,192x192,4.0,N/A,N/A,
RefRSSRD_05497,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05497.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05497.png,192x192,4.0,N/A,N/A,
RefRSSRD_05508,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05508.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05508.png,192x192,4.0,N/A,N/A,
RefRSSRD_05518,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05518.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05518.png,192x192,4.0,N/A,N/A,
RefRSSRD_05523,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05523.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05523.png,192x192,4.0,N/A,N/A,
RefRSSRD_05542,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05542.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05542.png,192x192,4.0,N/A,N/A,
RefRSSRD_05553,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05553.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05553.png,192x192,4.0,N/A,N/A,
RefRSSRD_05570,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05570.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05570.png,192x192,4.0,N/A,N/A,
RefRSSRD_05593,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05593.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05593.png,192x192,4.0,N/A,N/A,
RefRSSRD_05626,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05626.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05626.png,192x192,4.0,N/A,N/A,
RefRSSRD_05676,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05676.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05676.png,192x192,4.0,N/A,N/A,
RefRSSRD_05681,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05681.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05681.png,192x192,4.0,N/A,N/A,
RefRSSRD_05691,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05691.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05691.png,192x192,4.0,N/A,N/A,
RefRSSRD_05695,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05695.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05695.png,192x192,4.0,N/A,N/A,
RefRSSRD_05709,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05709.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05709.png,192x192,4.0,N/A,N/A,
RefRSSRD_05736,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05736.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05736.png,192x192,4.0,N/A,N/A,
RefRSSRD_05760,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05760.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05760.png,192x192,4.0,N/A,N/A,
RefRSSRD_05785,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05785.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05785.png,192x192,4.0,N/A,N/A,
RefRSSRD_05791,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05791.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05791.png,192x192,4.0,N/A,N/A,
RefRSSRD_05798,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05798.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05798.png,192x192,4.0,N/A,N/A,
RefRSSRD_05803,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05803.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05803.png,192x192,4.0,N/A,N/A,
RefRSSRD_05870,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05870.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05870.png,192x192,4.0,N/A,N/A,
RefRSSRD_05876,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05876.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05876.png,192x192,4.0,N/A,N/A,
RefRSSRD_05885,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05885.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05885.png,192x192,4.0,N/A,N/A,
RefRSSRD_05917,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05917.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05917.png,192x192,4.0,N/A,N/A,
RefRSSRD_05946,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05946.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05946.png,192x192,4.0,N/A,N/A,
RefRSSRD_05954,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05954.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05954.png,192x192,4.0,N/A,N/A,
RefRSSRD_05958,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05958.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05958.png,192x192,4.0,N/A,N/A,
RefRSSRD_05971,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05971.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05971.png,192x192,4.0,N/A,N/A,
RefRSSRD_05986,480x480,48x48,10,SR05M_SR2M_RefRSSRD_05986.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_05986.png,192x192,4.0,N/A,N/A,
RefRSSRD_06018,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06018.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06018.png,192x192,4.0,N/A,N/A,
RefRSSRD_06033,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06033.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06033.png,192x192,4.0,N/A,N/A,
RefRSSRD_06039,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06039.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06039.png,192x192,4.0,N/A,N/A,
RefRSSRD_06042,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06042.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06042.png,192x192,4.0,N/A,N/A,
RefRSSRD_06050,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06050.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06050.png,192x192,4.0,N/A,N/A,
RefRSSRD_06084,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06084.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06084.png,192x192,4.0,N/A,N/A,
RefRSSRD_06086,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06086.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06086.png,192x192,4.0,N/A,N/A,
RefRSSRD_06088,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06088.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06088.png,192x192,4.0,N/A,N/A,
RefRSSRD_06093,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06093.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06093.png,192x192,4.0,N/A,N/A,
RefRSSRD_06136,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06136.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06136.png,192x192,4.0,N/A,N/A,
RefRSSRD_06148,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06148.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06148.png,192x192,4.0,N/A,N/A,
RefRSSRD_06200,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06200.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06200.png,192x192,4.0,N/A,N/A,
RefRSSRD_06221,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06221.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06221.png,192x192,4.0,N/A,N/A,
RefRSSRD_06233,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06233.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06233.png,192x192,4.0,N/A,N/A,
RefRSSRD_06242,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06242.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06242.png,192x192,4.0,N/A,N/A,
RefRSSRD_06260,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06260.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06260.png,192x192,4.0,N/A,N/A,
RefRSSRD_06280,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06280.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06280.png,192x192,4.0,N/A,N/A,
RefRSSRD_06286,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06286.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06286.png,192x192,4.0,N/A,N/A,
RefRSSRD_06302,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06302.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06302.png,192x192,4.0,N/A,N/A,
RefRSSRD_06354,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06354.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06354.png,192x192,4.0,N/A,N/A,
RefRSSRD_06362,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06362.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06362.png,192x192,4.0,N/A,N/A,
RefRSSRD_06375,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06375.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06375.png,192x192,4.0,N/A,N/A,
RefRSSRD_06392,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06392.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06392.png,192x192,4.0,N/A,N/A,
RefRSSRD_06401,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06401.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06401.png,192x192,4.0,N/A,N/A,
RefRSSRD_06403,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06403.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06403.png,192x192,4.0,N/A,N/A,
RefRSSRD_06439,480x480,48x48,10,N/A,N/A,,N/A,N/A,,RefRSSRD_06439.png,48x48,1.0
RefRSSRD_06443,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06443.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06443.png,192x192,4.0,N/A,N/A,
RefRSSRD_06489,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06489.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06489.png,192x192,4.0,N/A,N/A,
RefRSSRD_06511,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06511.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06511.png,192x192,4.0,N/A,N/A,
RefRSSRD_06525,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06525.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06525.png,192x192,4.0,N/A,N/A,
RefRSSRD_06584,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06584.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06584.png,192x192,4.0,N/A,N/A,
RefRSSRD_06605,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06605.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06605.png,192x192,4.0,N/A,N/A,
RefRSSRD_06753,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06753.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06753.png,192x192,4.0,N/A,N/A,
RefRSSRD_06764,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06764.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06764.png,192x192,4.0,N/A,N/A,
RefRSSRD_06781,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06781.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06781.png,192x192,4.0,N/A,N/A,
RefRSSRD_06798,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06798.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06798.png,192x192,4.0,N/A,N/A,
RefRSSRD_06816,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06816.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06816.png,192x192,4.0,N/A,N/A,
RefRSSRD_06834,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06834.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06834.png,192x192,4.0,N/A,N/A,
RefRSSRD_06841,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06841.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06841.png,192x192,4.0,N/A,N/A,
RefRSSRD_06848,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06848.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06848.png,192x192,4.0,N/A,N/A,
RefRSSRD_06858,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06858.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06858.png,192x192,4.0,N/A,N/A,
RefRSSRD_06889,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06889.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06889.png,192x192,4.0,N/A,N/A,
RefRSSRD_06901,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06901.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06901.png,192x192,4.0,N/A,N/A,
RefRSSRD_06949,480x480,48x48,10,SR05M_SR2M_RefRSSRD_06949.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_06949.png,192x192,4.0,N/A,N/A,
RefRSSRD_07017,480x480,48x48,10,SR05M_SR2M_RefRSSRD_07017.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_07017.png,192x192,4.0,N/A,N/A,
RefRSSRD_07018,480x480,48x48,10,SR05M_SR2M_RefRSSRD_07018.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_07018.png,192x192,4.0,N/A,N/A,
RefRSSRD_07025,480x480,48x48,10,SR05M_SR2M_RefRSSRD_07025.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_07025.png,192x192,4.0,N/A,N/A,
RefRSSRD_07046,480x480,48x48,10,SR05M_SR2M_RefRSSRD_07046.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_07046.png,192x192,4.0,N/A,N/A,
RefRSSRD_07094,480x480,48x48,10,SR05M_SR2M_RefRSSRD_07094.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_07094.png,192x192,4.0,N/A,N/A,
RefRSSRD_07129,480x480,48x48,10,SR05M_SR2M_RefRSSRD_07129.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_07129.png,192x192,4.0,N/A,N/A,
RefRSSRD_07133,480x480,48x48,10,SR05M_SR2M_RefRSSRD_07133.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_07133.png,192x192,4.0,N/A,N/A,
RefRSSRD_07163,480x480,48x48,10,SR05M_SR2M_RefRSSRD_07163.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_07163.png,192x192,4.0,N/A,N/A,
RefRSSRD_07183,480x480,48x48,10,SR05M_SR2M_RefRSSRD_07183.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_07183.png,192x192,4.0,N/A,N/A,
RefRSSRD_07187,480x480,48x48,10,SR05M_SR2M_RefRSSRD_07187.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_07187.png,192x192,4.0,N/A,N/A,
RefRSSRD_07199,480x480,48x48,10,SR05M_SR2M_RefRSSRD_07199.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_07199.png,192x192,4.0,N/A,N/A,
RefRSSRD_07213,480x480,48x48,10,SR05M_SR2M_RefRSSRD_07213.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_07213.png,192x192,4.0,N/A,N/A,
RefRSSRD_07217,480x480,48x48,10,SR05M_SR2M_RefRSSRD_07217.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_07217.png,192x192,4.0,N/A,N/A,
RefRSSRD_07240,480x480,48x48,10,SR05M_SR2M_RefRSSRD_07240.png,192x192,4.0,Refined_SR05M_SR2M_RefRSSRD_07240.png,192x192,4.0,N/A,N/A,
